no_id;judul;author;penerbit;isBestSeller;original_rating;adjusted_rating;rating_count;review_count;genre;Unnamed: 10
1283;The Witness (Sang Saksi);Sandra Brown;Gramedia Pustaka Utama;0.0;4.02;4.0;19769.0;;novel;
1284;Same Campus With Wife;Farah Vida Karina;m&c!;0.0;3.53;4.0;58.0;;novel;
1285;Tik;Shorestory;m&c!;0.0;3.76;4.0;21.0;;novel;
1286;36 Questions That Changed My Mind About You (36 Tanya Tentangmu);Vicky Grant;Gramedia Pustaka Utama;0.0;3.53;4.0;5368.0;;novel;
1288;Love Story Of Walden Brothers;Kim Rang;Penerbit Haru;0.0;3.68;4.0;73.0;;novel;
1289;The Silver Linings Playbook;Matthew Quick;Kepustakaan Populer Gramedia;0.0;3.98;4.0;154541.0;;novel;
1290;Dirty Desire;Christian Simamora;TORO;0.0;3.33;3.0;15.0;;novel;
1291;Genta & Nandea;Eko Ivano Winata (Kata Kokoh);Pastel Books;0.0;4.29;4.0;14.0;7.0;novel;
1292;Solar;Christian Simamora;TORO;0.0;3.38;3.0;13.0;;novel;
1293;Teenlit: Sixth Angel;Luna Torashyngu;Gramedia Pustaka Utama;0.0;3.88;4.0;8.0;2.0;novel;
1294;Rengat;Crowdstroia;Elex Media Komputindo;0.0;3.94;4.0;98.0;27.0;novel;
1295;Jejak Di Benak;Faradita;m&c!;0.0;2.0;2.0;2.0;;novel;
1296;The Star and I;Ilana Tan;Gramedia Pustaka Utama;0.0;3.77;4.0;761.0;232.0;novel;
1297;La Bete Humaine (Hati Iblis);Emile Zola;Gramedia Pustaka Utama;0.0;4.05;4.0;10275.0;486.0;novel;
1298;The Royals Vol.3: Istana Kusut (Twisted Palace);Erin Watt;Gramedia Pustaka Utama;0.0;3.93;4.0;68942.0;;novel;
1299;Raja Ratu & Rindu;Wulan Fadila Fatia;Coconut Book;0.0;5.0;5.0;2.0;;novel;
1300;ChickLit: You Had Me at Hello;Mhairi Mcfarlane;Gramedia Pustaka Utama;0.0;3.79;4.0;29563.0;;novel;
1301;Asmara Dahana;Langit Kresna Hariadi;Azka Pressindo;0.0;4.0;4.0;2.0;0.0;novel;
1302;Pangeran Kumbang;Ayu Dewi;Elex Media Komputindo;0.0;3.64;4.0;11.0;;novel;
1303;Gramedia Mega - Impian Demian;Nimas Aksan;Elex Media Komputindo;0.0;3.3;3.0;56.0;;novel;
1304;Bitter Sweet Rain (Dalam Derai Hujan);Sandra Brown;Elex Media Komputindo;0.0;3.73;4.0;5257.0;;novel;
1305;Historical Romance: The Earl's Mistaken Bride (Mempelai Sang Earl);Abby Gaines;Gramedia Pustaka Utama;0.0;3.81;4.0;812.0;;novel;
1306;Historical Romance: Mine Till Midnight  (Janji Di Tengah Malam);Lisa Kleypas;Gramedia Pustaka Utama;0.0;4.07;4.0;69700.0;;novel;
1307;Historical Romance: The Marriage Bed (Cinta Violet);Laura Lee Guhrke;Gramedia Pustaka Utama;0.0;3.4;3.0;3916.0;;novel;
1308;Historical Romance: It's in His Kiss (Dalam Ciumannya) - Cover Baru;Julia Quinn;Gramedia Pustaka Utama;0.0;4.01;4.0;108702.0;;novel;
1332;The Happy Brain;Dean Burnett;Pustaka Alvabet;1.0;3.74;4.0;1537.0;;pengembangan_diri;
1341;Pixar;Ni Ketut Susrini;Mizan;0.0;3.38;3.0;21.0;;pengembangan_diri;
1342;Tertawa Bersama Gus Dur;Muhammad Zikra;Mizan;0.0;4.05;4.0;22.0;;pengembangan_diri;
1344;Five Wishes: Sebuah Pertanyaan yang Akan Menyempurnakan Hidup Anda;Gaty Hendriks;Mizan;0.0;3.87;4.0;831.0;;pengembangan_diri;
1345;Excellent Life;Ibrahim Elfiky;Serambi Ilmu Semesta;0.0;4.42;4.0;38.0;;pengembangan_diri;
1346;Potret Terindah dari Bali;Pande Komang Suryanita;Mizan;0.0;3.53;4.0;15.0;;pengembangan_diri;
1347;10 Rahasia Pembelajar Kreatif;Khrisna Pabichara;Serambi Ilmu Semesta;0.0;3.41;3.0;22.0;1.0;pengembangan_diri;
1348;YouTube;Yudhi Herwibowo;Mizan;0.0;3.76;4.0;17.0;;pengembangan_diri;
1349;SEKOLAHNYA MANUSIA : Sekolah Berbasis Multiple Intelligences di Indonesia;Munif Chatib;Mizan;0.0;4.15;4.0;186.0;;pengembangan_diri;
1350;Belajar Cerdas: Belajar Berbasiskan Otak;Jalaluddin Rakhmat;Mizan;0.0;4.15;4.0;53.0;;pengembangan_diri;
1352;Top Words;Billy Boen;Billy Boen;0.0;3.83;4.0;47.0;;pengembangan_diri;
1354;Tinggalkan Sekolah Sebelum Terlambat;James Marcus Bach;Mizan;0.0;3.95;4.0;845.0;;pengembangan_diri;
1355;Se7en Heroes;Ben Sohib;Mizan;0.0;3.71;4.0;28.0;9.0;pengembangan_diri;
1356;JIHAD JULIA;Julia Suryakusuma;Mizan;0.0;3.74;4.0;93.0;;pengembangan_diri;
1359;Makelar Rezeki;Jamil Azzaini;Mizan;0.0;4.07;4.0;105.0;;pengembangan_diri;
1360;10 Jalan Sukses;Akbar Zainudin;Mizan;0.0;3.17;3.0;6.0;;pengembangan_diri;
1361;Kelemahanku adalah Kekuatanku;Habibie Afsyah;Gramedia Pustaka Utama;0.0;4.0;4.0;13.0;;pengembangan_diri;
1362;Happiness Every Day;Safiya Husain;Stiletto Book;0.0;4.0;4.0;42.0;;pengembangan_diri;
1364;Mengikat Makna Update: Membaca dan Menulis yang Memberdayakan;Hernowo;Mizan;0.0;3.46;3.0;112.0;;pengembangan_diri;
1366;50 Quote Kepemimpinan;W. Raven;Tiga Serangkai;0.0;4.5;4.0;6.0;;pengembangan_diri;
1367;The Ultimate Gift;Jim Stovall;Gramedia Pustaka Utama;0.0;3.87;4.0;7926.0;;pengembangan_diri;
1368;The Kingship of Self Control;William George Jordan;Gramedia Pustaka Utama;0.0;4.08;4.0;60.0;;pengembangan_diri;
1370;Goals Generation (Tujuan Generasi);Cyndi Dianing Ratri;Gagas Media;0.0;3.82;4.0;11.0;;pengembangan_diri;
1374;Demi Waktu - So Use Your Time Effectively;Antoni Ludfi Arifin;Gramedia Pustaka Utama;0.0;3.0;3.0;10.0;;pengembangan_diri;
1375;Manajemen Pikiran dan Perasaan;Ikhwan Sopa;Serambi Ilmu Semesta;0.0;4.55;5.0;11.0;;pengembangan_diri;
1377;Lo Ngerti Siapa Gue;Sophia Mega;Tiga  Serangkai;0.0;3.87;4.0;126.0;51.0;pengembangan_diri;
1379;Nasionalisme Retorika Gombal;Jemmy Setiawan;Elex Media Komputindo;0.0;3.33;3.0;3.0;;pengembangan_diri;
1380;Bahagia Itu Sederhana: Seperti Apa Bahagiamu?;Zikrana;Psikologi Corner;1.0;3.0;3.0;1.0;;pengembangan_diri;
1381;Selamat Berpadu - 33 Renungan Tentang Perbedaan;Andar Ismail;Bpk Gunung Mulia;1.0;4.0;4.0;3.0;;motivasi;agama
1382;Bertambah Bijak Setiap Hari 8 x 3 = 23!;Budi S. Tanuwibowo;Gramedia Pustaka Utama;0.0;3.95;4.0;19.0;;pengembangan_diri;
1383;Awas Berubah;Oscar Wirawan;Gramedia Pustaka Utama;0.0;4.0;4.0;3.0;;pengembangan_diri;
1384;Success and Joy Talks;Ponijan Liaw;Elex Media Komputindo;0.0;4.0;4.0;5.0;0.0;pengembangan_diri;
1387;Telor Ceplok: Kisah Inspiratif Salesman Hitaci;Obed Hitaci;Gramedia Pustaka Utama;0.0;3.6;4.0;5.0;;pengembangan_diri;
1388;The Best of Chinese Heroic Leaders ;Leman;Gramedia Pustaka Utama;0.0;3.57;4.0;7.0;;pengembangan_diri;
1391;Genius;Agung Webe;Gramedia Pustaka Utama;0.0;4.4;4.0;10.0;;pengembangan_diri;
1398;Persuatrick;Qodrisyah;Elex Media Komputindo;0.0;5.0;5.0;1.0;;pengembangan_diri;
1399;The Little Guide To Un-Procrastination;Leo Babauta;Bright Publisher;1.0;3.4;3.0;235.0;;pengembangan_diri;
1400;Self-Healing By Thought Force;William Atkinson;Bright Publisher;1.0;3.25;3.0;4.0;;pengembangan_diri;
1401;Kreatif Di Sosmed Ala Milenial;Immawati Fitri Lestari;Solusi Mitra Media Cv/Nusantara  Cv;1.0;1.0;1.0;1.0;;pengembangan_diri;
1404;Grow Old Gracefully;J. Maurus;Bright Publisher;0.0;3.88;4.0;8.0;;pengembangan_diri;
1405;Seni Berdamai Dengan Emosi: Ternyata Mengelola Emosi Itu Mud;Asti Musman;UNICORN PUBLISHING;1.0;4.0;4.0;1.0;;pengembangan_diri;
1406;Survive Menghadapi Quarter Life Crisis;Efnie Indrianie;Brilliant;1.0;4.12;4.0;8.0;0.0;pengembangan_diri;
1407;18 Profesi Asyik Zaman Now;Keen Achroni;Trans Idea Publishing;1.0;3.0;3.0;1.0;;pengembangan_diri;
1409;Cinta (Tidak Harus) Mati;Henry Manampiring;Kompas Penerbit Buku;0.0;3.47;3.0;234.0;49.0;pengembangan_diri;
1410;Fresh Graduate Boss;Margareta Astaman;Kompas Penerbit Buku;0.0;3.5;3.0;64.0;13.0;pengembangan_diri;
1411;Siapkah Kau Dikejar Jodoh?;Eeng Arkanza Firdaus;Laksana;0.0;4.0;4.0;1.0;;pengembangan_diri;
1412;Buku Antistres : Cara Tetap Santai Saat Semuanya Kacau;Helaine Becker;Bhuana Ilmu Populer;1.0;3.54;4.0;24.0;;pengembangan_diri;
1413;Buku Antistres : Cara Tetap Bahagia Saat Hidup Penuh Masalah;Helaine Becker;Bhuana Ilmu Populer;1.0;4.21;4.0;38.0;;pengembangan_diri;
1414;Kapan Kamu Nikah?;Sophia Mega;Tiga Serangkai;0.0;4.14;4.0;14.0;;pengembangan_diri;
1415;Ketika Dunia Tak Berpihak Kepadamu : Dan Cerita-Cerita Tenta;Nufi Wibisana;Psikologi Corner;1.0;4.25;4.0;4.0;;pengembangan_diri;
1416;Segera Resign & Mulai Bisnis!;Sri Masiang;Gramedia Widiasarana Indonesia;0.0;2.0;2.0;1.0;;pengembangan_diri;
1417;Life is Beautiful 2: 40 Kasus & Masalah Kehidupan;Arvan Pradiansyah;Elex Media Komputindo;0.0;3.88;4.0;8.0;1.0;pengembangan_diri;
1419;Move On - Kisah-Kisah Tentang Bagaimana Orang Memilih dan Mengubah Jalan Hidup Melalui Life Coaching;Ely Susanti;Gramedia Pustaka Utama;0.0;2.25;2.0;4.0;;pengembangan_diri;
1420;Sejumlah Epigram;Gunawan Mohamad;Gramedia Pustaka Utama;0.0;3.62;4.0;116.0;19.0;pengembangan_diri;
1421;Unstoppable Hopes;Gloria Morgen;Bhuana Ilmu Populer;0.0;4.29;4.0;7.0;;pengembangan_diri;
1422;Leonardo Da Vinci: Inspirasi untuk Hidup Lebih Bermakna;Sahrul Mauludi;Elex Media Komputindo;1.0;3.83;4.0;6.0;;pengembangan_diri;
1423;BSD Growing is Fun;Yeni Ernani;Elex Media Komputindo;0.0;3.4;3.0;5.0;;pengembangan_diri;
1424;Kuasai Dirimu: Panduan Membangun Mind-Set & Mental Sukses;Ahmad Dzikran;Gemilang;1.0;3.8;4.0;30.0;;pengembangan_diri;
1426;What`s The Matter With People Pleaser;Unda Anggita;BUKU BIJAK;0.0;4.0;4.0;3.0;;pengembangan_diri;
1427;Tawa Dan Inspirasi Bisnis Abun Sanda;Abun Sanda;Penerbit Buku Kompas;0.0;3.0;3.0;1.0;;bisnis_ekonomi;
1428;This is Not Just Alvin;Alvin Adam;Mizan;0.0;4.0;4.0;6.0;;pengembangan_diri;
1429;Loading Jodoh! : Panduan Menjadi Jomblo Bermartabat Sampai Jomblo;Tristanti T.W;C-KLIK MEDIA;0.0;4.2;4.0;5.0;;pengembangan_diri;
1430;Bahagia Itu (Tidak) Sederhana;Saviola Abimanyu;Laksana;0.0;2.0;2.0;3.0;;pengembangan_diri;
1431;Catatan Hati Pejuang Kanker;Priska Siagian;Gramedia Pustaka Utama;0.0;3.57;4.0;7.0;;pengembangan_diri;
1432;You Look Great;Jimmy Boaz Oentoro;Gramedia Pustaka Utama;0.0;4.5;4.0;2.0;;pengembangan_diri;
1433;Rahasia Magnet Sukses;Dedy Susanto;Gramedia Pustaka Utama;0.0;4.55;5.0;11.0;;pengembangan_diri;
1434;Bertambah Bijak Setiap Hari: Tuhan Sudah Pindah Alamat?;Budi S. Tanuwibowo;Gramedia Pustaka Utama;0.0;3.2;3.0;10.0;;pengembangan_diri;
1435;INI GUE BANGET;Brili Agung Zaky Pradika;Elex Media Komputindo;0.0;3.67;4.0;9.0;;pengembangan_diri;
1438;Segera Resign & Alih Profesi;Sri Masiang;Gramedia Widiasarana Indonesia;0.0;4.0;4.0;1.0;;pengembangan_diri;
1439;Pelangi yang Dirindukan;Riska Wati Harfin;Elex Media Komputindo;0.0;4.5;4.0;2.0;;pengembangan_diri;
1440;Meretas Badai Lebih Sehat Jika Menulis;Ratna Dewi Pudiastuti;Elex Media Komputindo;0.0;3.0;3.0;1.0;;pengembangan_diri;
1441;Biarkan Langit Membuka Hatiku;Toni Tio;Elex Media Komputindo;0.0;3.5;3.0;2.0;;pengembangan_diri;
1442;Amazing You;Basrin Harsono;Elex Media Komputindo;0.0;4.0;4.0;4.0;;pengembangan_diri;
1446;Urusan Laut Jangan di Bawa ke Darat;Emha Ainun Nadjib;Narasi;0.0;3.93;4.0;30.0;;pengembangan_diri;
1447;Buku Caci Maki;Lotta Sonninen;Gramedia Pustaka Utama;0.0;3.74;4.0;65.0;;pengembangan_diri;
1448;Minimalisme: Seni Untuk Menyederhanakan Hidup;Diptra;Trans Idea Publishing;0.0;4.27;4.0;26.0;;inspirasi;
1449;Bersikap Tegas Dalam Segala Situasi;Sue Hadfield;Bhuana Ilmu Populer;0.0;3.89;4.0;325.0;;pengembangan_diri;
1450;Seni Memahami Pria;Claudia Sabrina;Bright Publisher;1.0;3.62;4.0;97.0;;pengembangan_diri;
1451;Stop Mempersulit Diri;Diyan Yulianto;C-Klik Media;1.0;3.33;3.0;6.0;;pengembangan_diri;
1452;Seni Memahami Wanita;Claudia Sabrina;BRIGHT PUBLISHER;1.0;4.07;4.0;91.0;;pengembangan_diri;
1453;Makrifat Cinta;Candra Malik;Penerbit Buku Kompas;1.0;4.15;4.0;163.0;;pengembangan_diri;
1454;Seni Berdamai Dengan Diri Sendiri;Claudia Sabrina;Bright Publisher;1.0;3.75;4.0;16.0;;pengembangan_diri;
1455;The Art Of Logical Thinking;William Atkinson;Bright Publisher;1.0;3.47;3.0;66.0;;pengembangan_diri;
1456;Seni Membaca Bahasa Tubuh;Claudia Sabrina;Bright Publisher;1.0;3.57;4.0;14.0;;pengembangan_diri;
1457;How To Read Human Nature;William Atkinson;Bright Publisher;1.0;3.55;4.0;40.0;;pengembangan_diri;
1458;Asyiknya Jadi Orang Gajian: Nggak Kerja Nggak Hore;Dion Yulianto;C Klik Media;1.0;3.2;3.0;5.0;;motivasi;
1459;The Secret Of Ikigai;Irukawa Elisa;Araska Publisher;1.0;3.95;4.0;19.0;;pengembangan_diri;
1460;The Positive Approach;Peter Shepherd;Bright Publisher;1.0;3.8;4.0;5.0;;pengembangan_diri;
1461;Cara Cepat Melatih Kebiasaan Positif Sehari-Hari;Marc Reklau;Gemilang;1.0;4.07;4.0;2466.0;;pengembangan_diri;
1462;The Simple Guide To A Minimalist Life;Leo Babauta;BRIGHT PUBLISHER;0.0;3.5;3.0;1333.0;;pengembangan_diri;
1464;Dare! Berani Berubah Karena Hidup Terus Berubah;Wendy Grant;Bright Publisher;0.0;3.75;4.0;4.0;;pengembangan_diri;
1465;Psychology Of Winning;Dennis Waitley;Bright Publisher;0.0;4.21;4.0;1639.0;;pengembangan_diri;
1472;Elon Musk Si Pria Jenius Abad 21;Era Salia;Penerbit Genesis;0.0;5.0;5.0;1.0;;pengembangan_diri;
1473;Seni Menjadi Pribadi Yang Diterima & Disukai Di Mana Pun Da;Restia Ningrum;Anak Hebat Indonesia  Pt;1.0;3.0;3.0;1.0;;pengembangan_diri;
1475;Experience Book: Love Series;Bunga Mega;Elex Media Komputindo;0.0;2.0;2.0;1.0;;pengembangan_diri;
1476;Experience Book: Fashion Series;Ridha Mustika Sari;Elex Media Komputindo;0.0;3.0;3.0;2.0;;pengembangan_diri;
1477;Experience Book: Career Series;Bunga Mega;Elex Media Komputindo;0.0;3.0;3.0;2.0;;pengembangan_diri;
1478;Memorizing Like An Elephant;Yudi Lesmana;Kepustakaan Populer Gramedia;0.0;3.67;4.0;102.0;;pengembangan_diri;
1481;Muda(h) Hidup Mulia;Izzatullah Abduh;Gramedia Pustaka Utama;0.0;3.0;3.0;1.0;;pengembangan_diri;
1482;Si Cacing dan Cerita Kesayangannya;Ajahn Brahm;Awareness Publication;1.0;4.67;5.0;6.0;1.0;pengembangan_diri;
1483;Kakeibo: Seni Cerdas Finansial Ala Jepang;Ae Zen;Caesar Media Pustaka;1.0;3.67;4.0;33.0;;pengembangan_diri;
1484;Jangan Pernah Menyerah!;Suk Lee Dan Bob Song;Gramedia Pustaka Utama;1.0;3.52;4.0;21.0;;pengembangan_diri;
1485;Berdamai Dengan Hidup Pas-Pasan: Seni Hidup Sederhana Namun;Rofi Ali Majid;PSIKOLOGI CORNER;1.0;3.0;3.0;4.0;;pengembangan_diri;
1486;Notulen Cakeppp 2;Maman Suherman;Kepustakaan Populer Gramedia;0.0;3.41;3.0;17.0;0.0;pengembangan_diri;
1487;Leave Your Boring Box;Emirfan -;BUKU BIJAK;0.0;3.0;3.0;3.0;;pengembangan_diri;
1488;BSD Hidup Yang Lebih Berarti;20 Blogger Kompasiana;Elex Media Komputindo;0.0;5.0;5.0;1.0;;pengembangan_diri;
1495;The Art Of Negotiation: Kiat Efektif Menjadi Negosiator Andal;Cahyo Satria Wijaya;Bright Publisher;0.0;2.0;2.0;1.0;;pengembangan_diri;
1496;How Not to Give A Boring Speech;Erwin Parengkuan;Gramedia Pustaka Utama;0.0;3.75;4.0;12.0;;pengembangan_diri;
1497;Are You The One?;Bening Pertiwi;Laksana;0.0;4.0;4.0;2.0;;pengembangan_diri;
1498;Sukses Dan Kaya Raya Miliarder Dunia;Frendy Susilo;Laksana;0.0;4.0;4.0;1.0;;pengembangan_diri;
1499;What Happen at the Office: Ngantor Segan Nganggur Tak Mau;Rena W;Elex Media Komputindo;1.0;3.47;3.0;59.0;;pengembangan_diri;
1501;Untuk Kamu Yang Mau Menyerah;Haidar Musyafa;Syalmahat Publishing;1.0;3.0;3.0;1.0;;pengembangan_diri;
1520;Endless Happiness;Rica Irman Dhiyanty;Gramedia Pustaka Utama;0.0;3.0;3.0;1.0;;pengembangan_diri;
1521;Life Purpose;The Alvin Wibowo;Elex Media Komputindo;0.0;4.2;4.0;5.0;;pengembangan_diri;
1522;Dis Way Pribadi Pribadi Yang Menginspirasi;Dahlan Iskan;Noura Books Publishing;1.0;3.75;4.0;8.0;2.0;pengembangan_diri;
1523;Happy Career: Cara Mengejar Keberhasilan Karier dengan Lebih Dahulu Mengejar Kebahagiaan;Elvi Fianita;Gramedia Pustaka Utama;0.0;4.11;4.0;9.0;;pengembangan_diri;
1524;Yes To Life;Viktor E. Frankl;Noura Books Publishing;1.0;4.18;4.0;4249.0;;pengembangan_diri;
1525;Alasan Kita Rela Menderita;Dan Ariely;Mizan Media Utama  Pt;0.0;3.71;4.0;4713.0;;pengembangan_diri;
1526;Konmari Mengubah Hidupku;Khoirun Nikmah;Bentang Pustaka;0.0;3.89;4.0;47.0;;pengembangan_diri;
1527;Berpikir Positif Dan Berjiwa Besar;Daniel Nugroho;Araska  Publisher;0.0;4.0;4.0;1.0;;motivasi;
1528;The Art Of Loving;Erich Fromm;Gramedia Pustaka Utama;1.0;4.01;4.0;69138.0;;pengembangan_diri;
1529;Hidup Tak Selalu Baik-Baik Saja;Zee Zee Aurora;Caesar Media Pustaka;1.0;4.0;4.0;25.0;;pengembangan_diri;
1530;This Is Me ! Whatever You Say;Muhajjah Saratini;C-Klik Media;1.0;3.5;3.0;8.0;;pengembangan_diri;
1531;Perlukah Hidup Minimalis;Desy Wee;Penerbit briliant;1.0;4.0;4.0;1.0;;pengembangan_diri;
1532;A Coup Of Tea For Working Mom;Tim Stiletto Book;Stiletto Book;1.0;5.0;5.0;2.0;;pengembangan_diri;
1533;50 Perkara Tentang Jodoh;Dwi Suwiknyo;Trans Idea Publishing;0.0;4.0;4.0;1.0;0.0;pengembangan_diri;
1534;Sustainaition;Dwi Sasetyaningsih;Tiga Serangkai;0.0;4.36;4.0;11.0;;pengembangan_diri;
1535;Buku The Dip: Saat Kita Ditantang untuk Bertahan atau Berhenti;Seth Godin;Bhuana Ilmu Populer;0.0;3.8;4.0;32487.0;;pengembangan_diri;
1538;Bijak Ala Dalai Lama Berani Ala Nelson Mandela;Diyan Yulianto;Laksana;0.0;4.0;4.0;2.0;;pengembangan_diri;
1539;89 Cara Bahagia ala Atalia;Atalia Praratya;Gramedia Pustaka Utama;0.0;3.5;3.0;2.0;;pengembangan_diri;
1540;Girls Talk;Indri Hapsari;Bhuana Ilmu Populer;0.0;3.0;3.0;1.0;;pengembangan_diri;
1541;Time Management Itu Dipraktekin;Tim Wesfix;Gramedia Widiasarana Indonesia;0.0;4.29;4.0;17.0;;pengembangan_diri;
1542;Emotional Intelligence Itu Dipraktekin;Tim Wesfix;Gramedia Widiasarana Indonesia;0.0;3.58;4.0;31.0;;pengembangan_diri;
1544;Berdamai dengan Diri Sendiri;Muthia Sayekti;Psikologi Corner;1.0;4.15;4.0;155.0;;pengembangan_diri;
1545;Baca Buku Ini Saat Engkau Patah Hati;Akata;Psikologi Corner;1.0;3.0;3.0;3.0;;pengembangan_diri;
1546;Berdamai Dengan Takdir;Sony Adams;Psikologi Corner;1.0;3.53;4.0;15.0;;pengembangan_diri;
1547;Penuh: Andalah Yang Memutuskan Gelas Itu Setengah Kosong Ata;Sony Adams;PSIKOLOGI CORNER;0.0;3.0;3.0;5.0;;pengembangan_diri;
1548;Baca Buku Ini Saat Engkau Lelah;Munita Yeni;Psikologi Corner;1.0;3.92;4.0;254.0;;pengembangan_diri;
1549;The Magic Of Talking: Keajaiban Bicara Utk Menaklukkan Siapa;Jessica Arabella;Araska  Publisher;1.0;4.0;4.0;1.0;;pengembangan_diri;
1550;Move Beyond Your Average Limits;Richie Walia;Gramedia Pustaka Utama;0.0;3.33;3.0;3.0;;pengembangan_diri;
1551;Refire! Dont Retire : Jadikan Tiap Detik Hidup Anda Layak Dijalani;Ken Blanchard;Menuju Insan Cemerlang;0.0;3.4;3.0;236.0;;pengembangan_diri;
1555;INI BUKU KAMU;Dedy Dahlan;Elex Media Komputindo;0.0;3.4;3.0;5.0;;pengembangan_diri;
1556;Serpihan Inspirasi: Hikmah dari Seberang;Salim Darmadi;Elex Media Komputindo;0.0;4.09;4.0;34.0;;pengembangan_diri;
1557;HAPPINESS@arvanpra;Arvan Pradiansyah;Elex Media Komputindo;0.0;3.0;3.0;1.0;1.0;pengembangan_diri;
1558;31 Guys 31 Lessons;Maeya Zee;Elex Media Komputindo;0.0;3.96;4.0;25.0;;pengembangan_diri;
1559;Laki-laki dari Tidore: Diangkat dari Kisah Nyata Achmad Mahifa;Alberthiene Endah;Gramedia Pustaka Utama;0.0;3.62;4.0;16.0;3.0;pengembangan_diri;
1560;99 Love Your Mind;Aprilia Kartika;Penerbit Republika;0.0;3.17;3.0;12.0;;pengembangan_diri;
1561;Samantha;Risa Saraswati;Bukune;0.0;4.18;4.0;286.0;22.0;fiksi_sastra;
1562;Lewat Tengah Malam - Ganjil;Sweta Kartika;m&c!;1.0;3.88;4.0;66.0;28.0;horor;novel
1563;Scheduled Suicide Day;Akiyoshi Rikako;Penerbit Haru;0.0;3.88;4.0;959.0;;fiksi_sastra;
1564;Terkutuk dan Kisah-kisah Mengerikan Lainnya;Yudhi Herwibowo;Elex Media Komputindo;1.0;4.11;4.0;9.0;5.0;horor;novel
1566;Janshen;Risa Saraswati;Bukune;0.0;4.18;4.0;1506.0;62.0;novel;
1567;Ivanna Van Dijk;Risa Saraswati;Bukune;0.0;4.21;4.0;592.0;53.0;novel;
1569;Anjana;@Kedai_ Horor;Moka Media;0.0;3.43;3.0;23.0;11.0;horor;novel
1570;Surat Dari Kematian;Adham T. Fusama;Falcon Publishing;0.0;4.12;4.0;49.0;9.0;novel;
1571;The Hole;Pyun Hye-Young;Baca;0.0;3.38;3.0;5136.0;;novel;
1572;Narik Sukmo;Dewie Yulliantika Sofia;Loveable;0.0;2.0;2.0;4.0;;horor;novel
1573;Senjakala;Risa Saraswati;BUKUNE;0.0;3.97;4.0;109.0;12.0;novel;
1576;Psychic Detective Yakumo - Secret Files - Bond;Manabu Kaminaga;m&c!;0.0;4.55;5.0;77.0;;novel;
1577;The Devil All the Time;Donald Ray Pollock;Elex Media Komputindo;0.0;4.12;4.0;30776.0;;horor;novel
1578;Omen #7: Target Terakhir;Lexie Xu;Gramedia Pustaka Utama;0.0;4.58;5.0;690.0;;fiksi_sastra;
1579;The Eternity Cure: Penawar Keabadian;Julie Kagawa;Penerbit Kosa;0.0;4.21;4.0;37551.0;;fiksi_sastra;
1580;Aku Tahu Kapan Kamu Mati;Arumi E;Loveable;0.0;4.16;4.0;111.0;21.0;fiksi_sastra;
1582;Aksara Berdarah;Yan Tok;Gramedia Pustaka Utama;1.0;2.78;3.0;9.0;;horor;novel
1583;Indigo Stories : Pengalaman Nyata;Hanamizuki Mega;Coconut Books;0.0;4.42;4.0;19.0;;novel;
1584;Spare Room;Dreda Say Mitchell;Elex Media Komputindo;0.0;3.9;4.0;9348.0;;horor;novel
1585;Wingit;Sara Wijayanto;Elex Media Komputindo;0.0;4.07;4.0;101.0;;novel;
1586;Wf: When I`m Gone;Emily Bleeker;Elex Media Komputindo;1.0;3.99;4.0;72938.0;;horor;novel
1587;Gentayangan: Pilih Sendiri Petualangan Sepatu Merahmu;Intan Paramaditha;Gramedia Pustaka Utama;0.0;3.76;4.0;486.0;;fiksi_sastra;
1588;Horor Kamar 022;Kiyu Luxury;Euthenia;0.0;3.5;3.0;4.0;;fiksi_sastra;
1589;Telepon Misterius;Riani Suhandi;Ping!!!;0.0;3.2;3.0;10.0;;fiksi_sastra;
1590;Fantasteen Ghost Dormitory In Madrid;Alieft Wheza;Mizan;0.0;4.25;4.0;4.0;;fiksi_sastra;
1591;Fantasteen Scary : Knock! Knock!;Esa Khairina;Mizan Media Utama;0.0;3.67;4.0;3.0;;fiksi_sastra;
1593;Ghost Dormitory In Hamburg :Fantasteen;Fida Alfiya;Mizan Publishing;0.0;3.57;4.0;7.0;;fiksi_sastra;
1596;Kisah Serem Ketemu Hantu Di Bogor;Teguh Soeryanto;Solusi Distribusi;0.0;3.0;3.0;1.0;;fiksi_sastra;
1597;Kisah Serem Ketemu Hantu Di Bali;Teguh Soeryanto;Solusi Distribusi;0.0;4.0;4.0;1.0;;fiksi_sastra;
1598;Kisah Ketemu Hantu Di Malang;Teguh Soeryanto;Solusi Distribusi;0.0;2.0;2.0;1.0;;fiksi_sastra;
1599;Fantasteen.Ghost In Spring;Sherina Salsabila;Mizan Publishing;0.0;3.38;3.0;8.0;;fiksi_sastra;
1600;Fantasteen Diary of March;Fransisca Intan Devi;Dar ! Mizan;0.0;3.64;4.0;11.0;;fiksi_sastra;
1601;Mayat Di Kolong Dipan;Erby S.;Scritto;0.0;3.67;4.0;3.0;;fiksi_sastra;
1602;Daruma San : Fantasteen Scary;Fida Aifiya;Mizan Media Utama;0.0;3.79;4.0;14.0;;fiksi_sastra;
1603;Haunted Night;Peter Spy;Bukune;0.0;3.14;3.0;7.0;;fiksi_sastra;
1604;Kisah Serem Ketemu Hantu Di Bandung;Teguh Soeryanto;Solusi Distribusi;0.0;2.0;2.0;1.0;;fiksi_sastra;
