no_id;judul;author;penerbit;isBestSeller;original_rating;adjusted_rating;rating_count;review_count;genre;Unnamed: 10
512;Harlequin Koleksi Istimewa: Kekasih Christakis (Reluctant Mistress Blackmailed Wife);Lynne Graham;Gramedia Pustaka Utama;1.0;3.7;4.0;1634.0;;romance;
513;Harlequin Koleksi istimewa: Pernikahan Taipan Yunani (Married for the Greek's Convenience);Michelle Smart;Gramedia Pustaka Utama;1.0;3.68;4.0;304.0;;romance;
515;Harlequin Koleksi Istimewa: Penjaga Hati Miliuner Italia (The Italian's Christmas Housekeeper);Sharon Kendrick;Gramedia Pustaka Utama;1.0;3.6;4.0;254.0;;romance;
516;Mata di Tanah Melus;Okky Puspa Madasari;Gramedia Pustaka Utama;0.0;3.78;4.0;368.0;107.0;novel;
517;Harlequin Koleksi Istimewa: Ahli Waris Da Rocha (Da Rocha's Convenient Heir);Lynne Graham;Gramedia Pustaka Utama;1.0;3.68;4.0;511.0;;romance;
518;Harlequin Koleksi istimewa: Kekasih Jutawan Brasil (The Brazilian Boss's Innocent Mistress);Sarah Morgan;Gramedia Pustaka Utama;1.0;3.52;4.0;437.0;;romance;
519;Kartu-kartu di Meja (Cards on The Table);Agatha Christie;Gramedia Pustaka Utama;0.0;3.94;4.0;49587.0;;novel;
520;Harlequin Koleksi Istimewa: Perseteruan Fiorukis (Sale or Return Bride);Sarah Morgan;Gramedia Pustaka Utama;1.0;3.81;4.0;1780.0;;romance;
521;Harlequin Koleksi Istimewa: Istana Rahasia Pangeran Italia (The Mysterious Italian Houseguest);Scarlet Wilson;Gramedia Pustaka Utama;1.0;4.0;4.0;31.0;;romance;
522;Harlequin Koleksi Istimewa: Sang Prajurit Musim Dingin (Winter Soldier);Diana Palmer;Gramedia Pustaka Utama;1.0;4.03;4.0;1634.0;;romance;
523;Harlequin Koleksi Istimewa: Antara Cinta dan Benci (Bond of Hatred);Lynne Graham;Gramedia Pustaka Utama;1.0;3.88;4.0;2690.0;;romance;
524;Harlequin Koleksi Istimewa: Kembalinya Sang Duke Italia (Return of Her Italian Duke);Rebecca Winters;Gramedia Pustaka Utama;0.0;3.24;3.0;46.0;;novel;
525;English Classics: The Master Of Ballantrae:  A Winter'S Tale;Robert Louis Stevenson;Gramedia Pustaka Utama;1.0;3.72;4.0;5910.0;;novel;
527;Bukan Salah Hujan;Ummuchan;Gramedia Widiasarana Indonesia;1.0;4.06;4.0;86.0;;novel;
528;(Shira) Kupu-Kupu Bersayap Gelap;Puthut Ea;Shira Media;0.0;3.78;4.0;204.0;;novel;
529;Harlequin Koleksi Istimewa: Lamaran tak Terduga (Marriage on the Rebound);Michelle Reid;Gramedia Pustaka Utama;0.0;3.82;4.0;1582.0;;romance;
530;Misteri Burung Hitam (A Pocket Full of Rye);Agatha Christie;Gramedia Pustaka Utama;0.0;3.91;4.0;38743.0;;novel;
531;Sparkling Cyanide (Kenangan Kematian);Agatha Christie;Gramedia Pustaka Utama;0.0;3.91;4.0;27585.0;;novel;
532;Allure : Mr. B vs Miss. B;Yuli Pritania;Gramedia Widiasarana Indonesia;0.0;3.91;4.0;11.0;;novel;
533;Kedai Sulap;Lisma Laurel;Shira Media;0.0;3.27;3.0;11.0;;novel;
534;Satu Hari di 2018 (Edisi Revisi);Boy Candra;Media Kita;0.0;3.98;4.0;378.0;;novel;
535;Moga Bunda Disayang Allah;Tere Liye;Republika;0.0;4.11;4.0;5590.0;;novel;
536;Sherlock Holmes: The Hound Of The Baskervilles;Sir Arthur Conan Doyle;Immortal Publishing;0.0;4.67;5.0;3.0;;klasik;
537;Demon Rumm;Sandra Brown;Gramedia Pustaka Utama;0.0;3.36;3.0;3747.0;;romance;
538;Harlequin Koleksi Istimewa: Kekasih Taipan Yunani (The Greek's Bought Bride);Sharon Kendrick;Gramedia Pustaka Utama;0.0;3.58;4.0;229.0;;romance;
539;DNA (Do Not Argue) : Mr. O vs Miss. O;Adeliany Azfar;Gramedia Widiasarana Indonesia;0.0;3.0;3.0;6.0;;novel;
540;When It's Rain;Velicia Ong;Gramedia Widiasarana Indonesia;0.0;3.54;4.0;13.0;;novel;
541;Residu;Bernard Batubara;Shira Media;0.0;3.82;4.0;44.0;7.0;novel;
542;Classics: Kisah-Kisah Tengah Malam (Tales of Mystery and Terror);Edgar Allan Poe;Gramedia Pustaka Utama;0.0;4.24;4.0;7869.0;;klasik;novel
543;Anicca;Liswindio Apendicaesar;Gramedia Pustaka Utama;1.0;4.54;5.0;13.0;;puisi;
544;Upacara;Korrie Layun Rampan;Gramedia Widiasarana Indonesia;1.0;3.66;4.0;85.0;;novel;
545;About Us;Adi K.;Elex Media Komputindo;0.0;3.31;3.0;13.0;;puisi;
546;BSD Amore: Salju Pertama Di Hokkaido;Angelique Puspadewi;Gramedia Pustaka Utama;0.0;3.55;4.0;42.0;;romance;
550;Betapa Kita Masih Belum Beranjak Dari Pertanyaan Tentang Cinta;Asef Saeful Anwar;Shira Media;0.0;4.24;4.0;17.0;;novel;
551;Urban Romance: Marriagephobia;Visa Ranico;Noura Publishing;0.0;2.86;3.0;7.0;;romance;
554;Urban Thriller: Ve;Vinca Callista;NOURA BOOKS PUBLISHING;0.0;3.62;4.0;149.0;53.0;novel;
556;Alias : Harga Untuk Sebuah Nama;Ruwita Meita;Rak Buku;0.0;3.59;4.0;69.0;28.0;fiksi_sastra;
557;LAIQA: Hijab for Sisters 2 (Kerudung untuk Rasi);Anastasha Hardi;Elex Media Komputindo;0.0;3.75;4.0;20.0;;novel;
558;Murder on The Links (Lapangan Golf Maut);Agatha Christie;Gramedia Pustaka Utama;0.0;3.86;4.0;74412.0;;novel;
559;Matinya Lord Edgware (Lord Edgware Dies);Agatha Christie;Gramedia Pustaka Utama;0.0;3.94;4.0;42044.0;;novel;thriller
560;Mantan;Siti Umrotun;Mizan Publishing;0.0;3.23;3.0;22.0;9.0;novel;
561;Young Adult: Seira & Tongkat Lumimuut;Anastasye Natanel;Gramedia Pustaka Utama;0.0;3.08;3.0;36.0;;novel;
562;Hikayat Suara-suara Kumpulan Cerpen;Taufik Ikram Jamil;Pbk;0.0;4.2;4.0;5.0;1.0;novel;
563;Standoff (Penyanderaan);Sandra Brown;Gramedia Pustaka Utama;0.0;3.74;4.0;8124.0;;romance;
566;Harlequin Koleksi Istimewa: Pertolongan Sang Miliarder (At The Ruthless Billionaire's Command);Carole Mortimer;Gramedia Pustaka Utama;0.0;3.69;4.0;174.0;;novel;
569;Hijrah Bang Tato;Fahd Pahdepie;Bentang Pustaka;0.0;4.04;4.0;76.0;25.0;novel;
570;Harlequin Koleksi Istimewa: Permata untuk Sang Permaisuri (A Diamond for the King's Mistress);Abby Green;Gramedia Pustaka Utama;0.0;4.03;4.0;243.0;;novel;
571;Like Water for Chocolate;Laura Esquivel;Bentang Pustaka;0.0;3.95;4.0;348640.0;;novel;
573;Gilkey Si Pencuri Buku;Allison Hoover Bartlett;Alvabet;0.0;3.43;3.0;12456.0;;fiksi_sastra;
574;Rival;Feli Surya;Mizan Media Utama  Pt;0.0;3.92;4.0;38.0;;novel;
575;Arini Masih Ada Kereta yang Akan Lewat - Cover Film;Mira W;Gramedia Pustaka Utama;0.0;3.71;4.0;826.0;;romance;
576;Harlequin Koleksi Istimewa: Kekasih Di Fiore (Christmas at The Tycoon's Command);Jennifer Hayward;Gramedia Pustaka Utama;0.0;3.64;4.0;166.0;;romance;
577;HQ Blush: She`s So Over Him;Joss Wood;Elex Media Komputindo;0.0;3.52;4.0;60.0;;novel;
578;Straight from The Hip - Kesempatan Terindah;Susan Mallery;Gramedia Pustaka Utama;0.0;4.1;4.0;5746.0;;romance;
579;Silam;Risa Saraswati;Rdm Publishers;0.0;3.75;4.0;289.0;20.0;novel;
580;Unforgettable Memories;Queen Nakey;Rdm Publishers;0.0;4.21;4.0;52.0;;novel;
581;Peter Pan;J.M. Barrie;Elex Media Komputindo;0.0;4.04;4.0;321205.0;;novel;
582;Omen #3: Misteri Organisasi Rahasia The Jugdes;Lexie Xu;Gramedia Pustaka Utama;0.0;4.4;4.0;1387.0;;fiksi_sastra;
583;1+1=0;Agustina Kusuma Dewi;Gramedia Widiasarana Indonesia;1.0;3.75;4.0;4.0;;romance;
584;Pembunuhan Terpendam (Sleeping Murder);Agatha Christie;Gramedia Pustaka Utama;0.0;3.96;4.0;38293.0;;novel;
585;Maut di Udara (Death in The Clouds);Agatha Christie;Gramedia Pustaka Utama;0.0;3.85;4.0;44848.0;;novel;
586;Why Didn't They Ask Evans? (Pembunuh di Balik Kabut);Agatha Christie;Gramedia Pustaka Utama;0.0;3.89;4.0;28646.0;;novel;
587;Anjing Kematian (The Hound Of Death);Agatha Christie;Gramedia Pustaka Utama;0.0;3.46;3.0;6239.0;;novel;
588;TeenLit: Ranking 1;Sara Tee;Gramedia Pustaka Utama;0.0;2.93;3.0;27.0;4.0;novel;
589;Bertarung Dalam Sarung;Alfian Dippahatang;Kepustakaan Populer Gramedia;0.0;3.38;3.0;24.0;8.0;cerpen;
590;Sherlock Holmes Petualangan Dirumah Kosong;Sir Arthur Conan Doyle;Penerbit Noktah;1.0;3.54;4.0;35.0;;novel;
591;Yang Bertahan dan Binasa Perlahan;Okky Madasari;Gramedia Pustaka Utama;1.0;3.75;4.0;456.0;;sastra_indonesia;
592;Teh dan Pengkhianat;Iksaka Banu;Kepustakaan Populer Gramedia;1.0;4.09;4.0;410.0;98.0;novel;
593;Kumpulan Cerpen Rokat Tase;Muna Masyari;Pbk;0.0;3.93;4.0;15.0;;novel_lokal;
594;LAKNAT;Lentera Langit;m&c!;1.0;2.7;3.0;23.0;;horor;novel
595;Lain Waktu: Sebuah Novel Absurd;Hilmi Abedillah;Elex Media Komputindo;1.0;3.8;4.0;8.0;;sastra_indonesia;
596;Boneka Sandya;Eve Shi;Elex Media Komputindo;1.0;3.75;4.0;28.0;16.0;horor;novel
597;Mereka Datang Ke Baghdad (They Came To Baghdad);Agatha Christie;Gramedia Pustaka Utama;1.0;3.83;4.0;18853.0;;novel;
598;The Secret of Chimneys (Rahasia Chimneys) - Cover Baru 2018;Agatha Christie;Gramedia Pustaka Utama;0.0;3.85;4.0;22346.0;;novel;
599;Happiness;Fakhrisina Amalia;Kepustakaan Populer Gramedia;1.0;3.91;4.0;164.0;;fiksi_ilmiah;
600;Pohon-Pohon Sesawi;Y.B. Mangunwijaya;Kepustakaan Populer Gramedia;1.0;3.54;4.0;484.0;;sastra_indonesia;
601;Semua Untuk Hindia;Iksaka Banu;Kepustakaan Populer Gramedia;0.0;4.12;4.0;635.0;;novel;
602;Sepasang Kita yang Mungkin Tak Ada;Erich Langoebelen;Gramedia Widiasarana Indonesia;0.0;2.71;3.0;7.0;;novel;
603;The True Story Of Ah Q;Lu Hsun;Divapress;0.0;3.92;4.0;2369.0;;novel;
604;Bulu Matamu: Padang Ilalang;Joko Pinurbo;Divapress;1.0;3.65;4.0;85.0;;novel;puisi
605;TeenLit: Dark Love;Ken Terate;Gramedia Pustaka Utama;0.0;3.76;4.0;981.0;146.0;novel;
606;Ledakan Dendam (Death Comes As The End);Agatha Christie;Gramedia Pustaka Utama;0.0;3.85;4.0;20384.0;;novel;
607;Memori 4 Musim;Yoana Dianika;Bhuana Ilmu Populer;0.0;3.71;4.0;24.0;9.0;romance;
608;Perca - Perca Bahasa;Holy Adib;Diva Press;0.0;4.0;4.0;3.0;;novel;
609;Ketua Klub Gosip Dan Anggota Kongsi Kematian;Yetti A. Ka;Divapress;0.0;3.21;3.0;14.0;6.0;novel;
610;Madrasah Gemuruh Ombak;Arini Hidajati;Laksana;0.0;3.0;3.0;1.0;;novel;
611;Kekasih Impian;Wardah Maulina;Falcon Publishing;0.0;4.08;4.0;103.0;;novel;
612;The Seven Dials Mystery (Misteri Tujuh Lonceng);Agatha Christie;Gramedia Pustaka Utama;0.0;3.8;4.0;23212.0;;novel;
613;Ketika 66;Noorca M. Massardi;Kepustakaan Populer Gramedia;0.0;2.0;2.0;2.0;;puisi;
614;39 Langkah;John Buchan;Suka Buku.  Pt;0.0;3.0;3.0;1.0;;novel;
615;Different;Kadek Pingetania;Gramedia Widiasarana Indonesia;0.0;4.0;4.0;4.0;;romance;
616;Sketsa Rasa;Pipiet Senja;Tiara Femina;0.0;5.0;5.0;1.0;;novel;
617;Terbunuhnya Seorang Bankir;Augusto De Angelis;Laksana;0.0;3.41;3.0;206.0;;novel;
618;BSD Metropop: Soulmate.Com;Jessica Huwae;Gramedia Pustaka Utama;0.0;3.01;3.0;503.0;;romance;
621;Rekindled;Dhamala Shobita;Laksana;0.0;3.25;3.0;4.0;;novel;
622;#Dear Rain;Fauzan Mukrim;Divapress;0.0;4.0;4.0;10.0;3.0;fiksi_ilmiah;
623;Princess In The Black Dress;Dyah Anita;BUKU PINTAR INDONESIA;0.0;4.0;4.0;3.0;;novel;
624;Life is Beautiful;Agnes Davonar;Elex Media Komputindo;0.0;4.0;4.0;4.0;1.0;novel;
625;#Galauisme;Habibun Nazar;Puspa Populer;0.0;3.0;3.0;1.0;;novel;
627;Serdadu Dari Neraka;Arafat Nur;DIVAPRESS;0.0;3.71;4.0;7.0;1.0;novel;
628;A Good Man Is Hard To Find;Flannery O`Connor;Huta Parhapuran Pt;0.0;3.89;4.0;9000.0;;novel;
629;TeenLit: Arial VS Helvetica;Nisa Rahmah;Gramedia Pustaka Utama;0.0;3.66;4.0;105.0;;novel;
630;C'est La Vie;Mirna Basthami;Bhuana Ilmu Populer;0.0;2.5;2.0;4.0;;romance;
632;Luka Paling Dalam;Ari Keling;Laksana;0.0;4.0;4.0;9.0;;novel;
634;Pahlawan Dan Tikus;A.Mustofa Bisri;Divapress;0.0;4.12;4.0;65.0;;novel;
635;Tirah;Erast Yuu;Scritto Books Publisher;0.0;2.88;3.0;8.0;;novel;
636;Kugapai Cintamu;Ashadi Siregar;Gramedia Pustaka Utama;0.0;3.5;3.0;68.0;;romance;
638;Jika Waktu Terbangun;Dwi Rahmi W.;Scritto Books;0.0;4.0;4.0;3.0;;novel;
639;Breathless;Yulia Ang;Scritto Books Publisher;0.0;4.08;4.0;12.0;;novel;
641;Dirty Play;Ghyna Amanda;Laksana;0.0;2.5;2.0;2.0;;novel;
642;Orkestra Pemakaman;Aslan Abidin;Kepustakaan Populer Gramedia;0.0;3.64;4.0;25.0;6.0;novel;
643;Pesta Halloween (Halloween Party);Agatha Christie;Gramedia Pustaka Utama;0.0;3.67;4.0;48569.0;;novel;
644;Mahapatih Nambi : Percik Api Di Jantung Majapahit;Gesta Bayuady;Difta;0.0;4.0;4.0;2.0;;fiksi_sastra;
645;Bahagia Tanpa Kita;Katrina Vabiola;Mediakita;0.0;3.78;4.0;9.0;;novel;
646;Racauan Yang Kusesali Untuk Kusyukuri;Recvy Ineka Putra;Mediakita;0.0;5.0;5.0;1.0;;novel;
647;Aksara Hujan;Ariqy Raihan;Mediakita;0.0;3.0;3.0;2.0;;novel;
649;The Secret Of Room 403;Riawani Elyta;Indiva Media Kreasi;0.0;3.82;4.0;17.0;8.0;fiksi_sastra;
650;Everything We Left Behind (Everything #2);Kerry Lonsdale;Elex Media Komputindo;0.0;4.03;4.0;19229.0;;novel;
651;Snowball's Fate;Asmira Fhea;Gramedia Widiasarana Indonesia;0.0;3.5;3.0;10.0;;novel;
652;Radio's Heart;Lia Nurida;Gramedia Widiasarana Indonesia;0.0;3.4;3.0;10.0;;novel;
653;Kick;Mitch Johnson;Bhuana Ilmu Populer;0.0;4.25;4.0;559.0;;novel;
654;Cuko;Ariestanabirah;Laksana;0.0;4.0;4.0;1.0;;novel;
655;Legend of The Dragon Horn;Joseph Hengky H;Elex Media Komputindo;0.0;3.65;4.0;17.0;;novel;
656;Le Mariage: My Bittersweet Marriage;Ika Vihara;Elex Media Komputindo;0.0;4.19;4.0;444.0;;romance;
657;Her Hottest Summer Yet;Ally Blake;Elex Media Komputindo;0.0;3.38;3.0;55.0;;novel;
659;Breaking The Bro Code;Stefanie London;Elex Media Komputindo;0.0;3.56;4.0;70.0;;romance;
660;Happiness In Blue;Janice Chrysilla;Bhuana Ilmu Populer;1.0;3.67;4.0;6.0;;romance;
661;Mengail Di Air Keruh (Taken At The Flood);Agatha Christie;Gramedia Pustaka Utama;1.0;3.74;4.0;20492.0;;novel;thriller
662;Misteri Sittaford (The Sittaford Mystery);Agatha Christie;Gramedia Pustaka Utama;0.0;3.75;4.0;20740.0;;novel;
663;A Murder is Announced (Iklan Pembunuhan);Agatha Christie;Gramedia Pustaka Utama;0.0;4.0;4.0;61160.0;;novel;
664;Mengungkit Pembunuhan (Five Little Pigs);Agatha Christie;Gramedia Pustaka Utama;0.0;4.02;4.0;60704.0;;novel;
665;Secret Obsession;Anggarani;Bhuana Ilmu Populer;1.0;2.0;2.0;2.0;;novel;thriller
666;Kisah-Kisah Kucing (Cat Stories) - Cover Baru 2019;James Herriot;Gramedia Pustaka Utama;1.0;4.34;4.0;6516.0;;novel;
667;The Black Rose;Dayen;Gramedia Pustaka Utama;0.0;3.28;3.0;18.0;;novel;
668;Gerbang Nasib (Postern Of Fate);Agatha Christie;Gramedia Pustaka Utama;0.0;3.2;3.0;11463.0;;novel;
669;Hisashiburi;Janice Chrysilla;Gramedia Widiasarana Indonesia;0.0;3.43;3.0;14.0;;novel;
670;Hijab Palsu;Kifa Ansu;Tiga  Serangkai;0.0;4.0;4.0;2.0;;novel;
671;Gadis Ketiga (Third Girl);Agatha Christie;Gramedia Pustaka Utama;0.0;3.68;4.0;26852.0;;novel;
672;Eksekutor;Cenning Rara;Bhuana Ilmu Populer;0.0;4.03;4.0;32.0;;novel;
673;BSD Metropop: Three Sisters;Seplia;Gramedia Pustaka Utama;1.0;3.91;4.0;195.0;77.0;novel;romance
675;TeenLit: Perfect Gift;Kezia Evi Wiadji;Gramedia Pustaka Utama;0.0;3.57;4.0;21.0;;novel;
676;Murder in Mews (Pembunuhan di Lorong);Agatha Christie;Gramedia Pustaka Utama;0.0;3.78;4.0;20030.0;;novel;
677;My Promise;Nina Rosmina;Gramedia Widiasarana Indonesia;0.0;3.0;3.0;1.0;;novel;
678;Izinkan Aku Memilih;Albertha Ivana;Andi Offset;0.0;4.0;4.0;1.0;;novel;
679;Ada Kamu;Ratna Dks;Bhuana Ilmu Populer;0.0;3.19;3.0;16.0;;novel;
680;The Second Marriage;Ullan Pralihanta;Gramedia Widiasarana Indonesia;0.0;3.74;4.0;121.0;;novel;
681;Gila Nama Tengahnya;Ade Jayadireja;Elex Media Komputindo;0.0;3.5;3.0;12.0;;novel;
682;Persona: Prescription;Anton Tanjung;Elex Media Komputindo;0.0;3.65;4.0;31.0;;novel;
683;Possesive Husband;Evathink;Ficlist;0.0;3.0;3.0;4.0;;romance;
684;Woman Fiction: Second Chance Mom;Emily Rose;Elex Media Komputindo;0.0;4.09;4.0;34.0;;romance;
685;Dreamology;Lucy Keating;Elex Media Komputindo;0.0;3.59;4.0;11323.0;;novel;
688;Cr: The Millionaire`S Forever (Men Of Zodiac #3);Sonya Weiss;Elex Media Komputindo;1.0;3.77;4.0;364.0;;novel;
689;Nemesis;Agatha Christie;Gramedia Pustaka Utama;0.0;3.86;4.0;33998.0;;novel;
690;Buku Minta Dibanting;Rintik Sedu;Gramedia Pustaka Utama;1.0;4.02;4.0;239.0;33.0;puisi;
691;Anak-Anak Kereta Api (The Railway Children);E. Nesbit;Gramedia Pustaka Utama;1.0;4.01;4.0;57018.0;;klasik;novel
692;Musuh dalam Selimut (The Secret Adversary);Agatha Christie;Gramedia Pustaka Utama;0.0;3.85;4.0;54240.0;;novel;
693;Hidup (To Live);Yu Hua;Gramedia Pustaka Utama;1.0;4.34;4.0;13633.0;1645.0;sastra_indonesia;
694;Diary Of A Smiling Cat 1;Yang Hongying;Bhuana Ilmu Populer;0.0;3.83;4.0;6.0;;novel;
695;Dan Cermin Pun Retak (The Mirror Crack'D From Side To Side);Agatha Christie;Gramedia Pustaka Utama;0.0;3.94;4.0;40848.0;;novel;
696;Young Adult: Rooftop Buddies;Honey Dee;Gramedia Pustaka Utama;1.0;3.54;4.0;256.0;92.0;novel;
697;e___y;Gratiagusti Chananya Rompas;Gramedia Pustaka Utama;0.0;4.43;4.0;7.0;;puisi;
698;BSD Bidadari Bersayap Biru;Agnes Jessica;Gramedia Pustaka Utama;0.0;3.67;4.0;598.0;;romance;
701;Pintu Terlarang;Sekar Ayu Asmara;Gramedia Pustaka Utama;0.0;3.78;4.0;674.0;;novel;
702;Dongeng Sebelum Tidur;Agnes Jessica;Gramedia Pustaka Utama;0.0;3.61;4.0;623.0;;romance;
703;Penghuni Tanah Tabu;Tim@Wisatamistis;Bukune;0.0;3.78;4.0;9.0;;fiksi_sastra;
704;Chel Ha`avir - Angkatan Udara Israel;Nino Oktorino;Elex Media Komputindo;0.0;3.75;4.0;4.0;2.0;fiksi_sastra;
705;MetroPop: Rule of Thirds;Suarcani;Gramedia Pustaka Utama;0.0;3.71;4.0;131.0;;novel;
706;Harlequin: Menggiurkan (Delicious);Susan Mallery;Gramedia Pustaka Utama;0.0;3.96;4.0;9042.0;;romance;
707;Kita;Innayah Putri;BENTANG PUSTAKA;0.0;3.11;3.0;9.0;;novel;
708;Erlan;Ainun Nufus;Mizan Media Utama;0.0;3.67;4.0;9.0;;novel;
709;Alegori Valerie;Aya Widjaja;Noura Books Publishing;0.0;4.14;4.0;14.0;;novel;
710;Magnus Chase And The Gods of Asgard #4;Rick Riordan;Mizan Media Utama  Pt;0.0;3.98;4.0;10456.0;;novel;
711;Hijrah Itu Cinta;Abay Adhitya;Bentang Pustaka;0.0;4.03;4.0;32.0;;agama;
712;Kepingan Supernova;Dewi 'Dee' Lestari;Bentang Pustaka;0.0;3.87;4.0;255.0;;novel;
713;Filosofi Kopi: Kump.Cerita&Prosa Satu Dekade;Dee;Bentang Pustaka;0.0;3.85;4.0;10812.0;;cerpen;
714;Hotel Valhalla;Rick Riordan;Noura Publishing;0.0;3.96;4.0;9273.0;;fantasi;
715;Le Mariage: Unperfect Marriage (Collectors Edition);Merry Maeta Sari;Elex Media Komputindo;0.0;3.02;3.0;125.0;;novel;
716;Sepupuku Rachel;Daphne Du Maurier;Laksana;0.0;3.99;4.0;51541.0;;novel;
717;Crank Palace;James Dashner;Bentang;0.0;4.13;4.0;7047.0;;novel;
718;Perempuan Patah Hati yang Kembali Menemukan Cinta Melalui Mimpi;Eka Kurniawan;Bentang Pustaka;1.0;3.9;4.0;1689.0;;sastra_indonesia;
719;Semua Tentang Kamu;Ari Keling;Gramedia Widiasarana Indonesia;0.0;4.0;4.0;10.0;;novel;
720;BSD Surat Terakhir Ellena;Egha Latoya;Gramedia Pustaka Utama;0.0;3.0;3.0;12.0;;fiksi_sastra;
721;A Little More Diary;Pie;Andi Offset;0.0;4.0;4.0;3.0;;novel;
722;Tentang Kita;Wiwik Waluyo;Laksana Kidz;0.0;4.0;4.0;4.0;;novel;
723;Drama;Juna Bei;Bentang Belia;0.0;4.0;4.0;12.0;;novel;
724;Arus Bawah;Emha Ainun Nadjib;Bentang Pustaka;0.0;4.14;4.0;130.0;;novel;
725;The Selection Series #5: The Crown;Kiera Cass;Mizan Publishing;0.0;3.65;4.0;226866.0;;novel;
726;Keki;Sheilanda Khoirunnisa;Bentang Pustaka;0.0;3.9;4.0;21.0;;novel;
727;Modus;Agusta K;Bentang Pustaka;0.0;3.62;4.0;26.0;;novel;
728;HR: A Mackenzie Clan Gathering;Jennifer Ashley;Elex Media Komputindo;1.0;4.15;4.0;2099.0;;romance;
729;CR: At Home In Stone Creek;Linda Lael Miller;Elex Media Komputindo;1.0;4.11;4.0;1993.0;;romance;
731;Le Mariage: Cloud Above My Bed;Mala Shantii;Elex Media Komputindo;0.0;3.42;3.0;105.0;;novel;
732;Le Mariage: A Wedding after Story (Collector`s Edition);Merry Maeta Sari;Elex Media Komputindo;0.0;3.0;3.0;229.0;;romance;
733;Me & Emma;Elizabeth Flock;Elex Media Komputindo;0.0;3.91;4.0;21378.0;;novel;
735;The Weather Girl;Amy Vastine;Elex Media Komputindo;0.0;4.2;4.0;194.0;;novel;
736;Too Cold to Handle;Sofi Meloni;Elex Media Komputindo;0.0;3.5;3.0;135.0;;novel;
739;01-Jan;Pudjangga Lama;Elex Media Komputindo;1.0;3.71;4.0;17.0;;romance;
740;Love Teraphy;Irma Rahayu;Mizan;0.0;3.58;4.0;36.0;;romance;
741;Last Tango in Paris;Robert Alley;Serambi Ilmu Semesta;0.0;2.99;3.0;495.0;;romance;
742;Dusk From The Past;Hilda Tjahja;Bitread Digital Publishing;0.0;5.0;5.0;3.0;;romance;
743;First Love Forever Love;Shu Yi;Serambi Ilmu Semesta;0.0;3.74;4.0;214.0;;romance;
744;Pre Wedding Rush;Oki Lutfi;Stiletto Book;0.0;3.41;3.0;68.0;28.0;romance;
746;AMOI Gadis yang Menggapai Impian;Mya Ye;Kompas Penerbit Buku;0.0;4.0;4.0;10.0;;romance;
747;Back To Love (Kembali Untuk Cinta);Kaka Hy;Gagas Media;1.0;3.8;4.0;5.0;3.0;fiksi_sastra;
748;Tersesat Dan Menemukan;Ara Tiara Rismala;Gagas Media;1.0;3.88;4.0;16.0;;fiksi_sastra;
749;Matt & Mou;Wulan Fadila Fatia;Transmedia;1.0;3.83;4.0;648.0;38.0;fiksi_sastra;
750;Amour Vrai (Cinta Yang Benar);Naomi Octa;Gagas Media;1.0;3.56;4.0;9.0;;fiksi_sastra;
751;Angel In The Rain;Windry Ramadhina;Gagas Media;0.0;4.2;4.0;357.0;110.0;fiksi_sastra;
754;Dia (Yang Kembali);Titi Sanaria;Kubus Media;1.0;3.54;4.0;164.0;22.0;fiksi_sastra;
755;Cewek Kalong;L. Melanie;Kubus Media;1.0;2.71;3.0;7.0;;fiksi_sastra;
756;Fp-Le Me Gagal Move On;Baro Indra;Love Able;1.0;4.18;4.0;51.0;6.0;fiksi_sastra;
757;Untukmu Di Hari Kemarin;Galih Hidayatullah;Bukune;1.0;3.48;3.0;56.0;;fiksi_sastra;
758;Be Beautiful;Aninesca;Romancious;1.0;3.22;3.0;18.0;;fiksi_sastra;
759;London Love Story;Tisa Ts;Loveable;1.0;3.67;4.0;3.0;;fiksi_sastra;
760;Sing Py Single Happy;Dedew;Loveable;1.0;3.33;3.0;27.0;14.0;fiksi_sastra;
762;Purple Eyes;Prisca Primasari;Inari;0.0;4.17;4.0;557.0;188.0;fiksi_sastra;
763;Bumi Tak Pernah Mendendam Karena Tetesan Hujan;Nyi Penengah Dewanti;Nuansa;0.0;4.4;4.0;5.0;;fiksi_sastra;
764;Kambing Jantan;Raditya Dika;Gagas Media;0.0;3.62;4.0;9634.0;;fiksi_sastra;
765;Scarla;Dyah Anita;Romancious;0.0;3.16;3.0;69.0;;fiksi_sastra;
766;Seribu Kerinduan;Herlina P Dewi;Stiletto Book;0.0;3.51;4.0;81.0;;romance;
767;Billionaire's Secret - Belenggu Rahasia Sang Miliuner;Chantelle Shaw;Gramedia Pustaka Utama;1.0;3.42;3.0;239.0;;romance;
768;An Inheritance of Shame - Belenggu Skandal;Kate Hewitt;Gramedia Pustaka Utama;1.0;3.44;3.0;490.0;;romance;
770;The Forbidden Ferrara - Istri Idaman Ferrara;Sarah Morgan;Gramedia Pustaka Utama;1.0;3.76;4.0;988.0;;romance;
771;Playing The Royal Game - Putri Impian Alessandro;Carol Marinelli;Gramedia Pustaka Utama;1.0;3.63;4.0;396.0;;romance;
772;The Girl Nobody Wanted - Cinta untuk Anna;Lynn Raye Harris;Gramedia Pustaka Utama;1.0;3.6;4.0;358.0;;romance;
774;Stranded With The Tycoon - Terjebak Bersama Sang Miliuner;Sophie Pembroke;Gramedia Pustaka Utama;1.0;3.2;3.0;113.0;;romance;
